p,n,benchid,solverid,result,time,timeout
7,70,1760,7,0,1200,1200
7,70,1760,8,0,1200,1200
7,70,1760,9,0,1200,1200
7,70,1760,15,0,1200,1200
7,70,1760,16,0,1196.42,1200
7,70,1760,17,0,1197.12,1200
7,70,1760,18,0,1200,1200
7,70,1760,19,0,1200,1200
7,70,1760,20,0,1.05,1200
7,70,1760,21,0,1200,1200
7,70,1760,22,0,1200,1200
7,70,1760,24,0,0,1200
7,70,1760,25,0,1200,1200
7,70,1760,26,0,1200,1200
7,70,1760,27,0,1200,1200
7,70,1760,28,0,1200,1200
7,70,1760,31,0,1200,1200
7,70,1760,32,0,1200,1200
7,70,1760,33,0,1200,1200
7,70,1760,34,0,1200,1200
7,70,1760,36,0,1200,1200
7,70,1760,37,0,1200,1200
7,70,1760,38,0,1200,1200
7,70,1760,39,0,1200,1200
7,70,1760,40,0,1194.99,1200
7,70,1760,41,0,1200,1200
7,70,1760,42,0,1200,1200
7,70,1761,1,10,793.21,1200
7,70,1761,2,0,1200.64,1200
7,70,1761,3,0,1200.42,1200
7,70,1761,4,0,1200.63,1200
7,70,1761,5,0,1200,1200
7,70,1761,6,0,1196.94,1200
7,70,1761,7,0,1200,1200
7,70,1761,8,0,1200,1200
7,70,1761,9,0,1200,1200
7,70,1761,15,10,5.32,1200
7,70,1761,16,0,1197.09,1200
7,70,1761,17,0,1196.5,1200
7,70,1761,18,0,1200,1200
7,70,1761,19,0,1200,1200
7,70,1761,20,0,1.71,1200
7,70,1761,21,0,1200,1200
7,70,1761,22,0,1200,1200
7,70,1761,24,0,0.01,1200
7,70,1761,25,0,1200,1200
7,70,1761,26,0,1200,1200
7,70,1761,27,10,20.82,1200
7,70,1761,28,10,9.81,1200
7,70,1761,31,10,6.56,1200
7,70,1761,32,10,704.02,1200
7,70,1761,33,0,1200,1200
7,70,1761,34,0,1200,1200
7,70,1761,36,0,1200,1200
7,70,1761,37,0,1200,1200
7,70,1761,38,0,1200,1200
7,70,1761,39,0,1200,1200
7,70,1761,40,0,1195.74,1200
7,70,1761,41,0,1200,1200
7,70,1761,42,10,95.09,1200
7,75,1762,1,0,1200,1200
7,75,1762,2,0,1200.76,1200
7,75,1762,3,0,1200.67,1200
7,75,1762,4,0,1200.64,1200
7,75,1762,5,0,1200,1200
7,75,1762,6,0,1182.16,1200
7,75,1762,7,0,1200,1200
7,75,1762,8,0,1200,1200
7,75,1762,9,0,1200,1200
7,75,1762,15,0,1200,1200
7,75,1762,16,0,1196.52,1200
7,75,1762,17,0,1196.66,1200
7,75,1762,18,0,1200,1200
7,75,1762,19,0,1200,1200
7,75,1762,20,0,1.74,1200
7,75,1762,21,0,1200,1200
7,75,1762,22,0,1200,1200
7,75,1762,24,0,9.91,1200
7,75,1762,25,0,1200,1200
7,75,1762,26,0,1200,1200
7,75,1762,27,0,1200,1200
7,75,1762,28,0,1200,1200
7,75,1762,31,0,1200,1200
7,75,1762,32,0,1200,1200
7,75,1762,33,0,1200,1200
7,75,1762,34,0,1200,1200
7,75,1762,36,0,1200,1200
7,75,1762,37,0,1200,1200
7,75,1762,38,0,1200,1200
7,75,1762,39,0,1200,1200
7,75,1762,40,0,1195.3,1200
7,75,1762,41,0,1200,1200
7,75,1762,42,0,1200,1200
7,75,1763,1,0,1200,1200
7,75,1763,2,0,1200.7,1200
7,75,1763,3,0,1200.76,1200
7,75,1763,4,0,1200.61,1200
7,75,1763,5,0,1200,1200
7,75,1763,6,0,1197.13,1200
7,75,1763,7,0,1200,1200
7,75,1763,8,0,1200,1200
7,75,1763,9,0,1200,1200
7,75,1763,15,10,6.12,1200
7,75,1763,16,0,1196.7,1200
7,75,1763,17,0,1197.3,1200
7,75,1763,18,0,1200,1200
7,75,1763,19,0,1200,1200
7,75,1763,20,0,1.58,1200
7,75,1763,21,0,1200,1200
7,75,1763,22,0,1200,1200
7,75,1763,24,0,9.89,1200
7,75,1763,25,0,1200,1200
7,75,1763,26,0,1200,1200
7,75,1763,27,10,17.31,1200
7,75,1763,28,10,15.47,1200
7,75,1763,31,10,26.48,1200
7,75,1763,32,0,1200,1200
7,75,1763,33,0,1200,1200
7,75,1763,34,0,1200,1200
7,75,1763,36,0,1200,1200
7,75,1763,37,0,1200,1200
7,75,1763,38,0,1200,1200
7,75,1763,39,0,1200,1200
7,75,1763,40,0,1194.91,1200
7,75,1763,41,0,1200,1200
7,75,1763,42,10,1189.64,1200
7,75,1764,1,0,1200,1200
7,75,1764,2,0,1200.26,1200
7,75,1764,3,0,1200.44,1200
7,75,1764,4,0,1200.74,1200
7,75,1764,5,0,1200,1200
7,75,1764,6,0,1197.13,1200
7,75,1764,7,0,1200,1200
7,75,1764,8,0,1200,1200
7,75,1764,9,0,1200,1200
7,75,1764,15,0,1200,1200
7,75,1764,16,0,1197.25,1200
7,75,1764,17,0,1196.61,1200
7,75,1764,18,0,1200,1200
7,75,1764,19,0,1200,1200
7,75,1764,20,0,1.09,1200
7,75,1764,21,0,1200,1200
7,75,1764,22,0,1200,1200
7,75,1764,24,0,0.02,1200
7,75,1764,25,0,1200,1200
7,75,1764,26,0,1200,1200
7,75,1764,27,0,1200,1200
7,75,1764,28,0,1200,1200
7,75,1764,31,0,1200,1200
7,75,1764,32,0,1200,1200
7,75,1764,33,0,1200,1200
7,75,1764,34,0,1200,1200
7,75,1764,36,0,1200,1200
7,75,1764,37,0,1200,1200
7,75,1764,38,0,1200,1200
7,75,1764,39,0,1200,1200
7,75,1764,40,0,1195.98,1200
7,75,1764,41,0,1200,1200
7,75,1764,42,0,1200,1200
7,75,1765,1,10,576.93,1200
7,75,1765,2,0,1200.69,1200
7,75,1765,3,0,1200.68,1200
7,75,1765,4,0,1200.38,1200
7,75,1765,5,0,1200,1200
7,75,1765,6,0,1182.4,1200
7,75,1765,7,0,1200,1200
7,75,1765,8,0,1200,1200
7,75,1765,9,0,1200,1200
7,75,1765,15,10,7.69,1200
7,75,1765,16,0,1197.18,1200
7,75,1765,17,0,1197.32,1200
7,75,1765,18,0,1200,1200
7,75,1765,19,0,1200,1200
7,75,1765,20,0,1.76,1200
7,75,1765,21,0,1200,1200
7,75,1765,22,0,1200,1200
7,75,1765,24,0,0,1200
7,75,1765,25,0,1200,1200
7,75,1765,26,0,1200,1200
7,75,1765,27,10,8.68,1200
7,75,1765,28,10,10.44,1200
7,75,1765,31,10,6.14,1200
7,75,1765,32,10,601.65,1200
7,75,1765,33,0,1200,1200
7,75,1765,34,0,1200,1200
7,75,1765,36,0,1200,1200
7,75,1765,37,0,1200,1200
7,75,1765,38,0,1200,1200
7,75,1765,39,0,1200,1200
7,75,1765,40,0,1195.77,1200
7,75,1765,41,0,1200,1200
7,75,1765,42,10,152.03,1200
7,75,1766,1,0,1200,1200
7,75,1766,2,0,1200.62,1200
7,75,1766,3,0,1200.78,1200
7,75,1766,4,0,1200.57,1200
7,75,1766,5,0,1200,1200
7,75,1766,6,0,1196.28,1200
7,75,1766,7,0,1200,1200
7,75,1766,8,0,1200,1200
7,75,1766,9,0,1200,1200
7,75,1766,15,0,1200,1200
7,75,1766,16,0,1197.28,1200
7,75,1766,17,0,1196.6,1200
7,75,1766,18,0,1200,1200
7,75,1766,19,0,1200,1200
7,75,1766,20,0,1.13,1200
7,75,1766,21,0,1200,1200
7,75,1766,22,0,1200,1200
7,75,1766,24,0,9.93,1200
7,75,1766,25,0,1200,1200
7,75,1766,26,0,1200,1200
7,75,1766,27,0,1200,1200
7,75,1766,28,0,1200,1200
7,75,1766,31,0,1200,1200
7,75,1766,32,0,1200,1200
7,75,1766,33,0,1200,1200
7,75,1766,34,0,1200,1200
7,75,1766,36,0,1200,1200
7,75,1766,37,0,1200,1200
7,75,1766,38,0,1200,1200
7,75,1766,39,0,1200,1200
7,75,1766,40,0,1195.76,1200
7,75,1766,41,0,1200,1200
7,75,1766,42,0,1200,1200
7,75,1767,1,0,1200,1200
7,75,1767,2,0,1200.22,1200
7,75,1767,3,0,1200.61,1200
7,75,1767,4,0,1200.5,1200
7,75,1767,5,0,1200,1200
7,75,1767,6,0,1196.25,1200
7,75,1767,7,0,1200,1200
7,75,1767,8,0,1200,1200
7,75,1767,9,0,1200,1200
7,75,1767,15,10,17.8,1200
7,75,1767,16,0,1196.89,1200
7,75,1767,17,0,1196.48,1200
7,75,1767,18,0,1200,1200
7,75,1767,19,0,1200,1200
7,75,1767,20,0,2.69,1200
7,75,1767,21,0,1200,1200
7,75,1767,22,0,1200,1200
7,75,1767,24,0,9.96,1200
7,75,1767,25,0,1200,1200
7,75,1767,26,0,1200,1200
7,75,1767,27,10,64.49,1200
7,75,1767,28,10,27.45,1200
7,75,1767,31,10,34.45,1200
7,75,1767,32,0,1200,1200
7,75,1767,33,0,1200,1200
7,75,1767,34,0,1200,1200
7,75,1767,36,0,1200,1200
7,75,1767,37,0,1200,1200
7,75,1767,38,0,1200,1200
7,75,1767,39,0,1200,1200
7,75,1767,40,0,1179.98,1200
7,75,1767,41,0,1200,1200
7,75,1767,42,10,702.42,1200
7,75,1768,1,0,1200,1200
7,75,1768,2,0,1200.59,1200
7,75,1768,3,0,1200.56,1200
7,75,1768,4,0,1200.32,1200
7,75,1768,5,0,1200,1200
7,75,1768,6,0,1196.41,1200
7,75,1768,7,0,1200,1200
7,75,1768,8,0,1200,1200
7,75,1768,9,0,1200,1200
7,75,1768,15,0,1200,1200
7,75,1768,16,0,1197.18,1200
7,75,1768,17,0,1181.95,1200
7,75,1768,18,0,1200,1200
7,75,1768,19,0,1200,1200
7,75,1768,20,0,3.53,1200
7,75,1768,21,0,1200,1200
7,75,1768,22,0,1200,1200
7,75,1768,24,0,9.92,1200
7,75,1768,25,0,1200,1200
7,75,1768,26,0,1200,1200
7,75,1768,27,0,1200,1200
7,75,1768,28,0,1200,1200
7,75,1768,31,0,1200,1200
7,75,1768,32,0,1200,1200
7,75,1768,33,0,1200,1200
7,75,1768,34,0,1200,1200
7,75,1768,36,0,1200,1200
7,75,1768,37,0,1200,1200
7,75,1768,38,0,1200,1200
7,75,1768,39,0,1200,1200
7,75,1768,40,0,1195.74,1200
7,75,1768,41,0,1200,1200
7,75,1768,42,0,1200,1200
7,75,1769,1,0,1200,1200
7,75,1769,2,0,1200.7,1200
7,75,1769,3,0,1200.7,1200
7,75,1769,4,0,1200.53,1200
7,75,1769,5,0,1200,1200
7,75,1769,6,0,1196.93,1200
7,75,1769,7,0,1200,1200
7,75,1769,8,0,1200,1200
7,75,1769,9,0,1200,1200
7,75,1769,15,0,1200,1200
7,75,1769,16,0,1194.19,1200
7,75,1769,17,0,1197.32,1200
7,75,1769,18,0,1200,1200
7,75,1769,19,0,1200,1200
7,75,1769,20,0,1.14,1200
7,75,1769,21,0,1200,1200
7,75,1769,22,0,1200,1200
7,75,1769,24,0,9.93,1200
7,75,1769,25,0,1200,1200
7,75,1769,26,0,1200,1200
7,75,1769,27,0,1200,1200
7,75,1769,28,0,1200,1200
7,75,1769,31,0,1200,1200
7,75,1769,32,0,1200,1200
7,75,1769,33,0,1200,1200
7,75,1769,34,0,1200,1200
7,75,1769,36,0,1200,1200
7,75,1769,37,0,1200,1200
7,75,1769,38,0,1200,1200
7,75,1769,39,0,1200,1200
7,75,1769,40,0,1195.89,1200
7,75,1769,41,0,1200,1200
7,75,1769,42,0,1200,1200
7,75,1770,1,0,1200,1200
7,75,1770,2,0,1200.41,1200
7,75,1770,3,0,1200.37,1200
7,75,1770,4,0,1200.52,1200
7,75,1770,5,0,1200,1200
7,75,1770,6,0,1196.97,1200
7,75,1770,7,0,1200,1200
7,75,1770,8,0,1200,1200
7,75,1770,9,0,1200,1200
7,75,1770,15,10,15.28,1200
7,75,1770,16,0,1181.96,1200
7,75,1770,17,0,1196.38,1200
7,75,1770,18,0,1200,1200
7,75,1770,19,0,1200,1200
7,75,1770,20,0,1.05,1200
7,75,1770,21,0,1200,1200
7,75,1770,22,0,1200,1200
7,75,1770,24,0,0.01,1200
7,75,1770,25,0,1200,1200
7,75,1770,26,0,1200,1200
7,75,1770,27,10,7.82,1200
7,75,1770,28,10,60.87,1200
7,75,1770,31,10,21.53,1200
7,75,1770,32,0,1200,1200
7,75,1770,33,0,1200,1200
7,75,1770,34,0,1200,1200
7,75,1770,36,0,1200,1200
7,75,1770,37,0,1200,1200
7,75,1770,38,0,1200,1200
7,75,1770,39,0,1200,1200
7,75,1770,40,0,1195.13,1200
7,75,1770,41,0,1200,1200
7,75,1770,42,10,465,1200
7,75,1771,1,10,423.95,1200
7,75,1771,2,0,1200.96,1200
7,75,1771,3,0,1200.93,1200
7,75,1771,4,0,1200.57,1200
7,75,1771,5,0,1200,1200
7,75,1771,6,0,1197.01,1200
7,75,1771,7,0,1200,1200
7,75,1771,8,0,1200,1200
7,75,1771,9,0,1200,1200
7,75,1771,15,10,1.93,1200
7,75,1771,16,0,1197.17,1200
7,75,1771,17,0,1196.86,1200
7,75,1771,18,0,1200,1200
7,75,1771,19,0,1200,1200
7,75,1771,20,0,1.8,1200
7,75,1771,21,0,1200,1200
7,75,1771,22,0,1200,1200
7,75,1771,24,0,0,1200
7,75,1771,25,0,1200,1200
7,75,1771,26,0,1200,1200
7,75,1771,27,10,6.16,1200
7,75,1771,28,10,8.98,1200
7,75,1771,31,10,6.98,1200
7,75,1771,32,10,397.56,1200
7,75,1771,33,0,1200,1200
7,75,1771,34,0,1200,1200
7,75,1771,36,0,1200,1200
7,75,1771,37,0,1200,1200
7,75,1771,38,0,1200,1200
7,75,1771,39,0,1200,1200
7,75,1771,40,0,1195.89,1200
7,75,1771,41,0,1200,1200
7,75,1771,42,10,67.03,1200
7,120,1582,1,0,1200,1200
7,120,1582,2,0,1200.74,1200
7,120,1582,3,0,1200.24,1200
7,120,1582,4,0,1200.66,1200
7,120,1582,5,0,1200,1200
7,120,1582,6,0,1196.32,1200
7,120,1582,7,0,1200,1200
7,120,1582,8,0,1200,1200
7,120,1582,9,0,1200,1200
7,120,1582,15,10,177.09,1200
7,120,1582,16,0,1197.11,1200
7,120,1582,17,0,1197.29,1200
7,120,1582,18,0,1200,1200
7,120,1582,19,0,1200,1200
7,120,1582,20,0,0.95,1200
7,120,1582,21,0,1200,1200
7,120,1582,22,0,1200,1200
7,120,1582,24,0,9.92,1200
7,120,1582,25,0,1200,1200
7,120,1582,26,0,1200,1200
7,120,1582,27,10,266.73,1200
7,120,1582,28,10,113.86,1200
7,120,1582,31,10,190.33,1200
7,120,1582,32,0,1200,1200
7,120,1582,33,0,1200,1200
7,120,1582,34,0,1200,1200
7,120,1582,36,0,1200,1200
7,120,1582,37,0,1200,1200
7,120,1582,38,0,1200,1200
7,120,1582,39,0,1200,1200
7,120,1582,40,0,1195.69,1200
7,120,1582,41,0,1200,1200
7,120,1582,42,0,1200,1200
7,120,1583,1,0,1200,1200
7,120,1583,2,0,1200.54,1200
7,120,1583,3,0,1200.69,1200
7,120,1583,4,0,1200.46,1200
7,120,1583,5,0,1200,1200
7,120,1583,6,0,1196.22,1200
7,120,1583,7,0,1200,1200
7,120,1583,8,0,1200,1200
7,120,1583,9,0,1200,1200
7,120,1583,15,10,144.49,1200
7,120,1583,16,0,1197.27,1200
7,120,1583,17,0,1196.82,1200
7,120,1583,18,0,1200,1200
7,120,1583,19,0,1200,1200
7,120,1583,20,0,2.42,1200
7,120,1583,21,0,1200,1200
7,120,1583,22,0,1200,1200
7,120,1583,24,0,0.01,1200
7,120,1583,25,0,1200,1200
7,120,1583,26,0,1200,1200
7,120,1583,27,10,19.31,1200
7,120,1583,28,10,69,1200
7,120,1583,31,10,35.65,1200
7,120,1583,32,0,1200,1200
7,120,1583,33,0,1200,1200
7,120,1583,34,0,1200,1200
7,120,1583,36,0,1200,1200
7,120,1583,37,0,1200,1200
7,120,1583,38,0,1200,1200
7,120,1583,39,0,1200,1200
7,120,1583,40,0,1195.64,1200
7,120,1583,41,0,1200,1200
7,120,1583,42,0,1200,1200
7,120,1584,1,0,1200,1200
7,120,1584,2,0,1200.86,1200
7,120,1584,3,0,1200.57,1200
7,120,1584,4,0,1200.26,1200
7,120,1584,5,0,1200,1200
7,120,1584,6,0,1196.1,1200
7,120,1584,7,0,1200,1200
7,120,1584,8,0,1200,1200
7,120,1584,9,0,1200,1200
7,120,1584,15,10,427.6,1200
7,120,1584,16,0,1196.23,1200
7,120,1584,17,0,1181.95,1200
7,120,1584,18,0,1200,1200
7,120,1584,19,0,1200,1200
7,120,1584,20,0,0.92,1200
7,120,1584,21,0,1200,1200
7,120,1584,22,0,1200,1200
7,120,1584,24,0,9.92,1200
7,120,1584,25,0,1200,1200
7,120,1584,26,0,1200,1200
7,120,1584,27,10,29.24,1200
7,120,1584,28,0,1200,1200
7,120,1584,31,0,1200,1200
7,120,1584,32,0,1200,1200
7,120,1584,33,0,1200,1200
7,120,1584,34,0,1200,1200
7,120,1584,36,0,1200,1200
7,120,1584,37,0,1200,1200
7,120,1584,38,0,1200,1200
7,120,1584,39,0,1200,1200
7,120,1584,40,0,1195.29,1200
7,120,1584,41,0,1200,1200
7,120,1584,42,10,125.12,1200
7,120,1585,1,0,1200,1200
7,120,1585,2,0,1200.09,1200
7,120,1585,3,0,1200.63,1200
7,120,1585,4,0,1200.41,1200
7,120,1585,5,0,1200,1200
7,120,1585,6,0,1196.7,1200
7,120,1585,7,0,1200,1200
7,120,1585,8,0,1200,1200
7,120,1585,9,0,1200,1200
7,120,1585,15,10,739.63,1200
7,120,1585,16,0,1196.13,1200
7,120,1585,17,0,1196.78,1200
7,120,1585,18,0,1200,1200
7,120,1585,19,0,1200,1200
7,120,1585,20,0,3.07,1200
7,120,1585,21,0,1200,1200
7,120,1585,22,0,1200,1200
7,120,1585,24,0,9.92,1200
7,120,1585,25,0,1200,1200
7,120,1585,26,0,1200,1200
7,120,1585,27,10,70.84,1200
7,120,1585,28,10,1043.03,1200
7,120,1585,31,0,1200,1200
7,120,1585,32,0,1200,1200
7,120,1585,33,0,1200,1200
7,120,1585,34,0,1200,1200
7,120,1585,36,0,1200,1200
7,120,1585,37,0,1200,1200
7,120,1585,38,0,1200,1200
7,120,1585,39,0,1200,1200
7,120,1585,40,0,1195.21,1200
7,120,1585,41,0,1200,1200
7,120,1585,42,0,1200,1200
7,120,1586,1,0,1200,1200
7,120,1586,2,0,1200.41,1200
7,120,1586,3,0,1200.39,1200
7,120,1586,4,0,1200.48,1200
7,120,1586,5,0,1200,1200
7,120,1586,6,0,1196.68,1200
7,120,1586,7,0,1200,1200
7,120,1586,8,0,1200,1200
7,120,1586,9,0,1200,1200
7,120,1586,15,10,419.7,1200
7,120,1586,16,0,1193.99,1200
7,120,1586,17,0,1197.03,1200
7,120,1586,18,0,1200,1200
7,120,1586,19,0,1200,1200
7,120,1586,20,0,1.44,1200
7,120,1586,21,0,1200,1200
7,120,1586,22,0,1200,1200
7,120,1586,24,0,0,1200
7,120,1586,25,0,1200,1200
7,120,1586,26,0,1200,1200
7,120,1586,27,10,126.83,1200
7,120,1586,28,10,883.39,1200
7,120,1586,31,0,1200,1200
7,120,1586,32,0,1200,1200
7,120,1586,33,0,1200,1200
7,120,1586,34,0,1200,1200
7,120,1586,36,0,1200,1200
7,120,1586,37,0,1200,1200
7,120,1586,38,0,1200,1200
7,120,1586,39,0,1200,1200
7,120,1586,40,0,1195.51,1200
7,120,1586,41,0,1200,1200
7,120,1586,42,0,1200,1200
7,120,1587,1,0,1200,1200
7,120,1587,2,0,1200.59,1200
7,120,1587,3,0,1200.62,1200
7,120,1587,4,0,1200.48,1200
7,120,1587,5,0,1200,1200
7,120,1587,6,0,1181.57,1200
7,120,1587,7,0,1200,1200
7,120,1587,8,0,1200,1200
7,120,1587,9,0,1200,1200
7,120,1587,15,10,224.91,1200
7,120,1587,16,0,1196.97,1200
7,120,1587,17,0,1196.53,1200
7,120,1587,18,0,1200,1200
7,120,1587,19,0,1200,1200
7,120,1587,20,0,1.49,1200
7,120,1587,21,0,1200,1200
7,120,1587,22,0,1200,1200
7,120,1587,24,0,9.91,1200
7,120,1587,25,0,1200,1200
7,120,1587,26,0,1200,1200
7,120,1587,27,10,27.27,1200
7,120,1587,28,10,260.67,1200
7,120,1587,31,10,55.54,1200
7,120,1587,32,0,1200,1200
7,120,1587,33,0,1200,1200
7,120,1587,34,0,1200,1200
7,120,1587,36,0,1200,1200
7,120,1587,37,0,1200,1200
7,120,1587,38,0,1200,1200
7,120,1587,39,0,1200,1200
7,120,1587,40,0,1195.5,1200
7,120,1587,41,0,1200,1200
7,120,1587,42,0,1200,1200
7,120,1588,1,0,1200,1200
7,120,1588,2,0,1200.57,1200
7,120,1588,3,0,1200.48,1200
7,120,1588,4,0,1200.49,1200
7,120,1588,5,0,1200,1200
7,120,1588,6,0,1196.35,1200
7,120,1588,7,0,1200,1200
7,120,1588,8,0,1200,1200
7,120,1588,9,0,1200,1200
7,120,1588,15,10,315.36,1200
7,120,1588,16,0,1196.04,1200
7,120,1588,17,0,1196.98,1200
7,120,1588,18,0,1200,1200
7,120,1588,19,0,1200,1200
7,120,1588,20,0,0.92,1200
7,120,1588,21,0,1200,1200
7,120,1588,22,0,1200,1200
7,120,1588,24,0,0.02,1200
7,120,1588,25,0,1200,1200
7,120,1588,26,0,1200,1200
7,120,1588,27,10,410.17,1200
7,120,1588,28,10,230.48,1200
7,120,1588,31,0,1200,1200
7,120,1588,32,0,1200,1200
7,120,1588,33,0,1200,1200
7,120,1588,34,0,1200,1200
7,120,1588,36,0,1200,1200
7,120,1588,37,0,1200,1200
7,120,1588,38,0,1200,1200
7,120,1588,39,0,1200,1200
7,120,1588,40,0,1195.61,1200
7,120,1588,41,0,1200,1200
7,120,1588,42,0,1200,1200
7,120,1589,1,0,1200,1200
7,120,1589,2,0,1200.49,1200
7,120,1589,3,0,1200.24,1200
7,120,1589,4,0,1200.42,1200
7,120,1589,5,0,1200,1200
7,120,1589,6,0,1196.24,1200
7,120,1589,7,0,1200,1200
7,120,1589,8,0,1200,1200
7,120,1589,9,0,1200,1200
7,120,1589,15,10,89.96,1200
7,120,1589,16,0,1197.07,1200
7,120,1589,17,0,1197.03,1200
7,120,1589,18,0,1200,1200
7,120,1589,19,0,1200,1200
7,120,1589,20,0,0.85,1200
7,120,1589,21,0,1200,1200
7,120,1589,22,0,1200,1200
7,120,1589,24,0,0.01,1200
7,120,1589,25,0,1200,1200
7,120,1589,26,0,1200,1200
7,120,1589,27,10,114.19,1200
7,120,1589,28,10,575.68,1200
7,120,1589,31,10,248.61,1200
7,120,1589,32,0,1200,1200
7,120,1589,33,0,1200,1200
7,120,1589,34,0,1200,1200
7,120,1589,36,0,1200,1200
7,120,1589,37,0,1200,1200
7,120,1589,38,0,1200,1200
7,120,1589,39,0,1200,1200
7,120,1589,40,0,1194.89,1200
7,120,1589,41,0,1200,1200
7,120,1589,42,0,1200,1200
7,120,1590,1,0,1200,1200
7,120,1590,2,0,1200.45,1200
7,120,1590,3,0,1200.24,1200
7,120,1590,4,0,1200.5,1200
7,120,1590,5,0,1200,1200
7,120,1590,6,0,1182.08,1200
7,120,1590,7,0,1200,1200
7,120,1590,8,0,1200,1200
7,120,1590,9,0,1200,1200
7,120,1590,15,10,315.86,1200
7,120,1590,16,0,1196.26,1200
7,120,1590,17,0,1197.03,1200
7,120,1590,18,0,1200,1200
7,120,1590,19,0,1200,1200
7,120,1590,20,0,2.6,1200
7,120,1590,21,0,1200,1200
7,120,1590,22,0,1200,1200
7,120,1590,24,0,9.93,1200
7,120,1590,25,0,1200,1200
7,120,1590,26,0,1200,1200
7,120,1590,27,10,174.02,1200
7,120,1590,28,10,44.2,1200
7,120,1590,31,10,125.01,1200
7,120,1590,32,0,1200,1200
7,120,1590,33,0,1200,1200
7,120,1590,34,0,1200,1200
7,120,1590,36,0,1200,1200
7,120,1590,37,0,1200,1200
7,120,1590,38,0,1200,1200
7,120,1590,39,0,1200,1200
7,120,1590,40,0,1193.13,1200
7,120,1590,41,0,1200,1200
7,120,1590,42,0,1200,1200
7,120,1591,1,0,1200,1200
7,120,1591,2,0,1200.55,1200
7,120,1591,3,0,1200.07,1200
7,120,1591,4,0,1200.64,1200
7,120,1591,5,0,1200,1200
7,120,1591,6,0,1196.35,1200
7,120,1591,7,0,1200,1200
7,120,1591,8,0,1200,1200
7,120,1591,9,0,1200,1200
7,120,1591,15,10,895.54,1200
7,120,1591,16,0,1196.57,1200
7,120,1591,17,0,1197.29,1200
7,120,1591,18,0,1200,1200
7,120,1591,19,0,1200,1200
7,120,1591,20,0,2.39,1200
7,120,1591,21,0,1200,1200
7,120,1591,22,0,1200,1200
7,120,1591,24,0,9.9,1200
7,120,1591,25,0,1200,1200
7,120,1591,26,0,1200,1200
7,120,1591,27,10,32.33,1200
7,120,1591,28,10,132.79,1200
7,120,1591,31,10,80.14,1200
7,120,1591,32,0,1200,1200
7,120,1591,33,0,1200,1200
7,120,1591,34,0,1200,1200
7,120,1591,36,0,1200,1200
7,120,1591,37,0,1200,1200
7,120,1591,38,0,1200,1200
7,120,1591,39,0,1200,1200
7,120,1591,40,0,1195.72,1200
7,120,1591,41,0,1200,1200
7,120,1591,42,0,1200,1200
7,140,1592,1,0,1200,1200
7,140,1592,2,0,1200.34,1200
7,140,1592,3,0,1200.36,1200
7,140,1592,4,0,1200.69,1200
7,140,1592,5,0,1200,1200
7,140,1592,6,0,1196.77,1200
7,140,1592,7,0,1200,1200
7,140,1592,8,0,1200,1200
7,140,1592,9,0,1200,1200
7,140,1592,15,10,186.57,1200
7,140,1592,16,0,1197.02,1200
7,140,1592,17,0,1196.45,1200
7,140,1592,18,0,1200,1200
7,140,1592,19,0,1200,1200
7,140,1592,20,0,1.8,1200
7,140,1592,21,0,1200,1200
7,140,1592,22,0,1200,1200
7,140,1592,24,0,9.89,1200
7,140,1592,25,0,1200,1200
7,140,1592,26,0,1200,1200
7,140,1592,27,10,183.56,1200
7,140,1592,28,10,88.84,1200
7,140,1592,31,10,383.58,1200
7,140,1592,32,0,1200,1200
7,140,1592,33,0,1200,1200
7,140,1592,34,0,1200,1200
7,140,1592,36,0,1200,1200
7,140,1592,37,0,1200,1200
7,140,1592,38,0,1200,1200
7,140,1592,39,0,1200,1200
7,140,1592,40,0,1179.78,1200
7,140,1592,41,0,1200,1200
7,140,1592,42,0,1200,1200
7,140,1593,1,0,1200,1200
7,140,1593,2,0,1200.78,1200
7,140,1593,3,0,1200.58,1200
7,140,1593,4,0,1200.77,1200
7,140,1593,5,0,1200,1200
7,140,1593,6,0,1194.09,1200
7,140,1593,7,0,1200,1200
7,140,1593,8,0,1200,1200
7,140,1593,9,0,1200,1200
7,140,1593,15,10,780.69,1200
7,140,1593,16,0,1197.29,1200
7,140,1593,17,0,1182.19,1200
7,140,1593,18,0,1200,1200
7,140,1593,19,0,1200,1200
7,140,1593,20,0,1.79,1200
7,140,1593,21,0,1200,1200
7,140,1593,22,0,1200,1200
7,140,1593,24,0,0.01,1200
7,140,1593,25,0,1200,1200
7,140,1593,26,0,1200,1200
7,140,1593,27,0,1200,1200
7,140,1593,28,0,1200,1200
7,140,1593,31,0,1200,1200
7,140,1593,32,0,1200,1200
7,140,1593,33,0,1200,1200
7,140,1593,34,0,1200,1200
7,140,1593,36,0,1200,1200
7,140,1593,37,0,1200,1200
7,140,1593,38,0,1200,1200
7,140,1593,39,0,1200,1200
7,140,1593,40,0,1193.61,1200
7,140,1593,41,0,1200,1200
7,140,1593,42,0,1200,1200
7,140,1594,1,0,1200,1200
7,140,1594,2,0,1200.08,1200
7,140,1594,3,0,1200.3,1200
7,140,1594,4,0,1200.71,1200
7,140,1594,5,0,1200,1200
7,140,1594,6,0,1196.76,1200
7,140,1594,7,0,1200,1200
7,140,1594,8,0,1200,1200
7,140,1594,9,0,1200,1200
